timestamp: 20260407_101856
tag: autosave
map_size_pixels: 3000
map_size_meters: 8
robot_x_mm: 4261.8
robot_y_mm: 1322.8
robot_theta_deg: -160.5
path_points: 25
  4000.0,4000.0
  3971.0,3999.6
  3948.6,3992.0
  3927.7,3987.9
  3912.8,3980.3
  4346.1,3643.2
  4447.2,3456.6
  4420.4,3152.5
  4412.2,3034.1
  4326.2,2704.9
  4351.8,2702.0
  4297.4,2317.9
  4489.0,2062.6
  4446.4,1662.4
  4303.6,1278.7
  4319.0,1278.1
  4299.9,1292.7
  4282.0,1300.3
  4271.5,1322.4
  4264.3,1344.9
  4256.7,1362.8
  4246.8,1376.1
  4242.9,1357.1
  4248.6,1340.9
  4261.8,1322.8
