timestamp: 20260407_103521
tag: exit
map_size_pixels: 1000
map_size_meters: 8
robot_x_mm: 3968.0
robot_y_mm: 4028.8
robot_theta_deg: -26.5
path_points: 39
  4000.0,4000.0
  4000.4,4015.9
  3972.9,4011.4
  3951.2,4006.6
  3923.6,4014.7
  3891.5,4014.2
  3863.9,4019.3
  3838.4,4027.6
  3802.8,4026.7
  3793.2,4045.5
  3778.5,4057.1
  3752.2,4088.3
  3730.8,4102.8
  3711.3,4113.8
  3733.5,4107.2
  3746.5,4099.1
  3771.7,4087.5
  3814.4,4094.0
  3897.4,4070.5
  3931.3,4130.0
  3953.9,4162.8
  3972.9,4191.8
  3994.1,4204.0
  4020.3,4227.5
  4034.5,4237.4
  4039.0,4255.4
  4040.7,4235.0
  4031.5,4218.1
  4029.7,4195.1
  4013.5,4165.3
  4003.5,4140.5
  3996.0,4119.5
  3975.9,4105.2
  3970.5,4078.9
  3961.7,4061.5
  3948.2,4042.8
  3952.2,4027.1
  3954.7,4010.9
  3960.7,4032.8
