timestamp: 20260408_155038
tag: autosave
map_size_pixels: 3000
map_size_meters: 8
robot_x_mm: 4171.6
robot_y_mm: 3951.3
robot_theta_deg: 76.8
path_points: 49
  4000.0,4000.0
  3955.1,3997.1
  3890.3,3990.7
  3917.6,3970.1
  3944.5,3956.7
  4042.3,3975.7
  4057.2,3978.8
  4081.8,3969.3
  4071.0,3951.5
  4052.2,3955.2
  4047.0,3969.8
  4083.8,3982.9
  4125.6,3987.2
  4159.8,3995.0
  4209.2,4001.8
  4255.1,4005.8
  4289.1,4007.5
  4304.8,4009.2
  4306.9,3993.1
  4289.3,3986.4
  4274.4,3980.3
  4252.6,3984.0
  4236.0,3985.3
  4210.8,3997.1
  4201.4,4019.1
  4185.8,4012.1
  4169.1,3998.1
  4154.5,3982.0
  4154.3,3966.1
  4148.5,3952.2
  4159.8,3934.5
  4167.2,3909.1
  4168.7,3887.1
  4192.4,3888.9
  4207.3,3876.9
  4234.0,3887.4
  4262.8,3889.6
  4244.8,3906.0
  4283.6,3912.4
  4266.6,3928.9
  4259.7,3947.4
  4249.8,3962.8
  4247.6,3984.5
  4245.7,4005.6
  4229.3,4007.2
  4218.0,3992.6
  4200.5,3985.1
  4186.7,3972.0
  4175.6,3959.8
