timestamp: 20260408_122802
tag: crash
map_size_pixels: 3000
map_size_meters: 8
robot_x_mm: 2282.7
robot_y_mm: 3706.9
robot_theta_deg: 147.0
path_points: 24
  4000.0,4000.0
  3998.4,3960.4
  3980.4,3950.6
  3653.6,3968.8
  3666.7,3977.8
  3304.5,3832.0
  3311.0,3813.6
  3290.6,3813.7
  3304.6,3805.1
  3064.9,3851.5
  2904.5,3839.9
  2972.4,4013.1
  2983.7,3985.8
  2851.8,4107.2
  2844.0,4129.4
  2829.4,4110.7
  2535.4,4004.2
  2411.2,4023.5
  2294.4,3953.0
  2288.6,3714.2
  2272.8,3725.0
  2291.2,3715.4
  2266.8,3685.9
  2282.7,3706.9
